"GeneID"	"Description"	"moduleColor"	"GS.expcrtB"	"p.GS.expcrtB"	"GS.Phytoene"	"p.GS.Phytoene"	"MM.blue"	"p.MM.blue"
"Niben261Chr06g0726006.1"	"Fe2OG dioxygenase domain-containing protein"	"blue"	0.304391239640243	0.0354225068021137	0.566213703722995	2.73313736146887e-05	0.907422361660157	6.14312993143033e-19
"Niben261Chr07g0012004.1"	"E3 ubiquitin-protein ligase"	"blue"	0.465168934152054	0.000864403386422257	0.682320950670544	9.24703093085167e-08	0.906995784372016	6.7962599683361e-19
"Niben261Chr17g1398003.1"	"Protein KINESIN LIGHT CHAIN-RELATED 1"	"blue"	0.233878383276278	0.109615796084946	0.545248085180823	6.13860854619448e-05	0.906812870261903	7.09612090619948e-19
"Niben261Chr14g0448009.1"	"Protein RecA"	"blue"	0.422385761535005	0.00278457106480771	0.686163897428884	7.32790865679523e-08	0.906740780202386	7.2177286794792e-19
"Niben261Chr15g1242012.1"	"D-2-hydroxyglutarate dehydrogenase, mitochondrial"	"blue"	0.315845290463136	0.0287514914749869	0.578661508929845	1.64616213808717e-05	0.906740084048908	7.21891262932551e-19
"Niben261Chr09g0876014.1"	"pentatricopeptide repeat-containing protein At1g10270-like isoform X1"	"blue"	0.365771710997991	0.0105696869242908	0.609426371364541	4.28238240817701e-06	0.906721154918358	7.25117641843806e-19
"Niben261Chr01g0210011.1"	"Glutathione s-transferase"	"blue"	0.208171514739759	0.155652533132532	0.483833784932796	0.000493935965147055	0.906711283255069	7.26805662315926e-19
"Niben261Chr05g0160006.1"	"Exocyst complex component Sec6"	"blue"	0.263162823962959	0.0707329995332981	0.514426017479029	0.0001836985717693	0.906341613877742	7.92781466251741e-19
"Niben261Chr13g1034011.1"	"acyl-coenzyme A thioesterase 13-like"	"blue"	0.370230746082367	0.00959253572687915	0.659028286428774	3.52657332221971e-07	0.906051231805046	8.48566259226858e-19
"Niben261Chr13g1335002.1"	"glycine-rich RNA-binding protein 3, mitochondrial"	"blue"	0.312599943589803	0.0305256792455703	0.582754584759054	1.38703152830668e-05	0.905957955329047	8.67264941692457e-19
"Niben261Chr11g0382005.1"	"Cysteine proteinase RD21a"	"blue"	0.427331874948255	0.00245080850345093	0.684653634632165	8.03272579180498e-08	0.905713879871584	9.18068106018352e-19
"Niben261Chr14g1502010.1"	"4-coumarate--CoA ligase"	"blue"	0.208239081614277	0.155515360996933	0.496217703042608	0.000334674596160152	0.905556662455345	9.52279353426867e-19
"Niben261Chr17g0067002.1"	"Protein DEHYDRATION-INDUCED 19-like protein 4"	"blue"	0.377778778502666	0.00811545615246169	0.662553935220804	2.90145642600772e-07	0.905474113504994	9.70725010570691e-19
"Niben261Chr10g0472010.1"	"Cysteine proteinase"	"blue"	0.432917623518736	0.00211685797419188	0.722266253376165	6.844178810822e-09	0.905376259571031	9.9303132844886e-19
"Niben261Chr14g0324005.1"	"Protein-methionine-S-oxide reductase"	"blue"	0.423074892199342	0.00273578525919802	0.674868481666454	1.43766490892664e-07	0.904699396942651	1.16123445655374e-18
"Niben261Chr04g0243021.1"	"Glucan endo-1,3-beta-glucosidase"	"blue"	0.459703076170462	0.00101234403264579	0.715461682595113	1.09992555276125e-08	0.904562658485282	1.19835890728987e-18
"Niben261Chr05g0657010.1"	"Transcription initiation factor tfiid subunit 9"	"blue"	0.324408759411039	0.024477708717659	0.606755626260558	4.84048396844659e-06	0.904405783847408	1.24234210934488e-18
"Niben261Chr13g0854005.1"	"Transmembrane 9 superfamily member"	"blue"	0.205252721348185	0.161663264130072	0.515911127822858	0.000174664381115834	0.904321727747471	1.26653719304585e-18
"Niben261Chr07g1054020.1"	"26s proteasome non-atpase regulatory subunit 4-like protein"	"blue"	0.229964040300357	0.115858706943887	0.472742066390339	0.000691446101231385	0.904146827121939	1.31832714993375e-18
"Niben261Chr03g0832008.1"	"protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1-like"	"blue"	0.26475122522577	0.0689875620964025	0.497745275802981	0.000318656863812053	0.903930624538741	1.38513646743059e-18
"Niben261Chr08g0347014.1"	"Pyruvate dehydrogenase E1 component subunit beta"	"blue"	0.216816078789998	0.138814142147886	0.51257177971054	0.000195573393637157	0.903767944372997	1.43751903937978e-18
"Niben261Chr10g0835013.1"	"GrpE protein homolog"	"blue"	0.231763274384372	0.112956405969203	0.538688579880739	7.82124140358983e-05	0.903240667029548	1.62057390124804e-18
"Niben261Chr12g1539007.1"	"Carboxypeptidase"	"blue"	0.375009701291197	0.00863270715994957	0.661563955173621	3.06564833586177e-07	0.903158700286783	1.65095103899129e-18
"Niben261Chr09g1130004.1"	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"	"blue"	0.362233808821033	0.0114047464834246	0.636796750982338	1.14054103149888e-06	0.903105414657645	1.67098880206159e-18
"Niben261Chr01g0307011.1"	"3-hydroxybutyryl-CoA dehydrogenase"	"blue"	0.249698850948954	0.086971771152099	0.53986290395282	7.49205866952099e-05	0.902943005280291	1.73350017636819e-18
"Niben261Chr14g0641004.1"	"Serine/threonine-protein phosphatase"	"blue"	0.346197002934077	0.015936970425979	0.538557668723969	7.85874505708759e-05	0.90290671817844	1.74776822804767e-18
"Niben261Chr15g1218004.1"	"Protein DETOXIFICATION"	"blue"	0.283225040949976	0.0510970631726564	0.603348847079841	5.6500942831757e-06	0.902878192723149	1.75906282847957e-18
"Niben261Chr01g0269006.1"	"multiprotein-bridging factor 1b-like"	"blue"	0.381773815784175	0.00741654040082374	0.625566656729993	1.99310993785766e-06	0.902650743387706	1.85164025510122e-18
"Niben261Chr08g1325008.1"	"Beta-galactosidase"	"blue"	0.359634810008395	0.0120537040474022	0.592968970439482	8.95357354402849e-06	0.90205069127409	2.11865947233765e-18
"Niben261Chr06g0520008.1"	"beta-glucuronosyltransferase GlcAT14C-like"	"blue"	0.22816958282021	0.118809405014885	0.512126219354668	0.000198528775086874	0.901981278326873	2.15181300301025e-18
"Niben261Chr06g0702007.1"	"RRM domain-containing protein"	"blue"	0.475244589345193	0.0006415441270591	0.680289536990639	1.04422481901263e-07	0.901957914267355	2.16308299343563e-18
"Niben261Chr04g1600004.1"	"heparan-alpha-glucosaminide N-acetyltransferase-like"	"blue"	0.360254024322756	0.011896285331989	0.669620665111008	1.94696628062847e-07	0.901900673492096	2.19093186862669e-18
"Niben261Chr09g0122012.1"	"multiple organellar RNA editing factor 3, mitochondrial-like"	"blue"	0.304529225627522	0.0353351381332368	0.59270314487214	9.05786436015269e-06	0.901175209233277	2.57482166544119e-18
"Niben261Chr13g0055005.1"	"kynurenine formamidase-like"	"blue"	0.214428087494608	0.143323588830084	0.49944566571176	0.000301645246800589	0.901106302111603	2.61444225144198e-18
"Niben261Chr07g1012025.1"	"UDP-glucosyltransferase"	"blue"	0.366851436134386	0.0103255466214722	0.65641195155441	4.06930714540009e-07	0.900857594627737	2.76232822172086e-18
"Niben261Chr12g0665003.1"	"Glutathione s-transferase"	"blue"	0.501371050088511	0.000283378143929588	0.728403853295125	4.40789975026808e-09	0.900855403033787	2.76366610369158e-18
"Niben261Chr13g1297001.1"	"Ubiquitin conjugating enzyme"	"blue"	0.347395294728927	0.0155521652823255	0.61091410932943	3.99794826298885e-06	0.90082781058168	2.780563071098e-18
"Niben261Chr18g0184025.1"	"Protein os-9-like protein"	"blue"	0.430528581729045	0.00225440446169158	0.675005034251291	1.4262488080186e-07	0.9003999768008	3.05548094333056e-18
"Niben261Chr17g0770009.1"	"Oligopeptide transporter"	"blue"	0.332882995169581	0.0207857136474597	0.593316758032881	8.81880060101473e-06	0.900121383108844	3.2482064747303e-18
"Niben261Chr06g1141016.1"	"Down syndrome critical region protein 3-like isoform X1"	"blue"	0.210868589234332	0.150245688351464	0.470139230414185	0.000747021833842583	0.900095156492366	3.26693377123911e-18
"Niben261Chr17g1138001.1"	"SUMO-conjugating enzyme SCE1"	"blue"	0.294458517706167	0.0421962262550348	0.603099784853177	5.71394032897687e-06	0.899973148322366	3.35541399538729e-18
"Niben261Chr16g1148006.1"	"protein FLC EXPRESSOR-like isoform X1"	"blue"	0.251877966281969	0.0841625249063945	0.497742761898548	0.000318682644071133	0.899758736480415	3.51645884149527e-18
"Niben261Chr08g1346007.1"	"alanine aminotransferase 2-like"	"blue"	0.427653700125924	0.0024303729125461	0.699438705709222	3.19108321985858e-08	0.899613705493295	3.62953458969876e-18
"Niben261Chr17g0043012.1"	"Pto-interacting protein 1"	"blue"	0.353635527087767	0.0136735541874806	0.620378477907655	2.56055270994697e-06	0.89947543716031	3.74055415279205e-18
"Niben261Chr09g0275001.1"	"Cyanate hydratase"	"blue"	0.361564595054183	0.0115689110749284	0.564902967447943	2.87960032606059e-05	0.899466905252236	3.74750949231687e-18
"Niben261Chr13g0907007.1"	"geraniol 8-hydroxylase-like"	"blue"	0.401350261756686	0.00469457336696183	0.702250230537015	2.66050935652452e-08	0.899105171515144	4.0539916946588e-18
"Niben261Chr09g1047020.1"	"Heat shock protein sti1 homolog"	"blue"	0.282471892619743	0.0517444130683418	0.567979054241163	2.54668351692018e-05	0.898872560623766	4.26352113708834e-18
"Niben261Chr10g0207003.1"	"Acyl-coenzyme A oxidase"	"blue"	0.293777776854468	0.0426968052893274	0.563346376105997	3.06288515008523e-05	0.898794156695239	4.33643888230664e-18
"Niben261Chr01g0803001.1"	"Mitochondrial glycoprotein"	"blue"	0.31708479146663	0.0280969274847586	0.607599794485865	4.65719787128638e-06	0.89872938657043	4.3975706564912e-18
"Niben261Chr11g0040014.1"	"Tr-type G domain-containing protein"	"blue"	0.354878672246553	0.0133234280550633	0.647446415309115	6.57755626027827e-07	0.898354768170219	4.76755704390625e-18
"Niben261Chr02g1093005.1"	"ANK_REP_REGION domain-containing protein"	"blue"	0.259269191251158	0.0751598378524545	0.545733046156384	6.02843587717666e-05	0.897852202884675	5.3106512229384e-18
"Niben261Chr10g0544010.1"	"DExH-box ATP-dependent RNA helicase"	"blue"	0.204711275379705	0.162796654889679	0.460582536194313	0.000987108296688724	0.897411688446182	5.83465964556597e-18
"Niben261Chr07g0791001.1"	"F-box protein At5g07610"	"blue"	0.264883794017185	0.0688434479117218	0.568462134620755	2.49773909760681e-05	0.897249354737874	6.03989011627171e-18
"Niben261Chr18g0366004.1"	"U3 small nucleolar RNA-associated protein 25"	"blue"	0.458540136882832	0.0010465998649178	0.713383354461059	1.2679968440694e-08	0.89719549861096	6.10948245415705e-18
"Niben261Chr06g0441005.1"	"Lung seven transmembrane receptor-like"	"blue"	0.337961667259957	0.0188068065060031	0.611415573006401	3.90608812196718e-06	0.896895695269475	6.51104911734929e-18
"Niben261Chr18g0791002.1"	"Pre-mRNA cleavage factor Im 25 kDa subunit"	"blue"	0.306263665727848	0.0342520237061677	0.521855844777817	0.000142402397042559	0.896629682765199	6.88827654669853e-18
"Niben261Chr10g1016006.1"	"Serine/threonine-protein phosphatase"	"blue"	0.269846703166653	0.0636181967837635	0.513075603296169	0.000192279726547027	0.89657523510697	6.96801055076404e-18
"Niben261Chr17g0380009.1"	"Thaumatin"	"blue"	0.524119243177999	0.000131618478490485	0.767811369316277	1.91522328724148e-10	0.896527544082976	7.03857097310603e-18
"Niben261Chr13g0458003.1"	"WUSCHEL-related homeobox 13-like"	"blue"	0.290798779893731	0.0449448191091306	0.542414455100895	6.82002187457303e-05	0.896242890659493	7.47407635973817e-18
"Niben261Chr02g0289001.1"	"Elongation factor 1-alpha"	"blue"	0.586511190614852	1.18283580375055e-05	0.825571849303171	5.20798250777114e-13	0.89611246466219	7.68207939162962e-18
"Niben261Chr08g0864008.1"	"Arogenate dehydrogenase 1, chloroplastic"	"blue"	0.203412357833049	0.165539241358284	0.523429735633381	0.000134822087094559	0.895971490478935	7.91309598513166e-18
"Niben261Chr06g0774001.1"	"Trehalose 6-phosphate phosphatase"	"blue"	0.280286307964298	0.0536606175114331	0.60548285519086	5.12948073112558e-06	0.895211557345579	9.27673245325387e-18
"Niben261Chr12g0115012.1"	"mitochondrial import receptor subunit TOM40-1-like"	"blue"	0.300584396357243	0.0379040689777775	0.52240012261257	0.000139738206816217	0.89493702320822	9.82222070867676e-18
"Niben261Chr08g0205006.1"	"Usp domain-containing protein"	"blue"	0.347896761920472	0.0153934920376814	0.574030734516829	1.99266095813851e-05	0.894841811066845	1.00184320945888e-17
"Niben261Chr11g1088014.1"	"Calcium-dependent protein kinase"	"blue"	0.425262360548557	0.00258589029852968	0.653750908781216	4.70041464137878e-07	0.894555642464442	1.0630865508544e-17
"Niben261Chr16g0275019.1"	"transcription initiation factor TFIID subunit 13"	"blue"	0.207315414115351	0.157398258046975	0.465469520267201	0.000856860827809944	0.894480485237417	1.0797522650852e-17
"Niben261Chr08g1314002.1"	"Glycosyltransferase BC10"	"blue"	0.233954057549081	0.109497690667947	0.48899550099715	0.000420713525718313	0.894427402575659	1.09167255406673e-17
"Niben261Chr05g1083011.1"	"glycine-rich protein A3-like"	"blue"	0.332300566016969	0.0210234821038939	0.578749266857225	1.64016755027642e-05	0.89400908634285	1.1900910461371e-17
"Niben261Chr14g0592004.1"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"	"blue"	0.267363260351676	0.0661918501425729	0.523074195351515	0.000136501603386029	0.893317500306385	1.37156296191537e-17
"Niben261Chr01g0512006.1"	"Ubiquitin-conjugating enzyme E2 28"	"blue"	0.282207002923839	0.0519736633053839	0.523990023235687	0.000132213532986208	0.893304250744237	1.37528418995096e-17
"Niben261Chr17g0836007.1"	"BI1-like protein"	"blue"	0.418404897648592	0.00308171269639499	0.603475419589202	5.61790141485713e-06	0.892962289571413	1.47471774938234e-17
"Niben261Chr08g1056001.1"	"multiprotein-bridging factor 1b-like"	"blue"	0.259816858625105	0.074524274798167	0.518907785064728	0.000157653330308392	0.892785106043014	1.52889200585308e-17
"Niben261Chr14g1147007.1"	"Peptidase A1 domain-containing protein"	"blue"	0.346390351317449	0.0158743386984429	0.613779158605867	3.49884848924054e-06	0.892450045703012	1.63655525150945e-17
"Niben261Chr01g0723006.1"	"FACT complex subunit"	"blue"	0.297600902633746	0.0399473335621644	0.531644438824945	0.0001008916275419	0.891969772622081	1.80353088838649e-17
"Niben261Chr15g1090010.1"	"4,5-DOPA dioxygenase extradiol"	"blue"	0.299006566410841	0.0389736764269325	0.519905029930451	0.000152335691025191	0.891873958331267	1.83872724943727e-17
"Niben261Chr07g1009008.1"	"vacuolar-sorting receptor 6-like"	"blue"	0.466300146230071	0.00083632384704158	0.712747939414471	1.32400977377917e-08	0.891815476997569	1.86052989427884e-17
"Niben261Chr16g0061003.1"	"nucleolar protein 6"	"blue"	0.298768193577935	0.0391374033034959	0.602036480495705	5.99409060950359e-06	0.891806908222445	1.86374503796574e-17
"Niben261Chr16g0507015.1"	"Proline-rich receptor-like protein kinase"	"blue"	0.321320657217934	0.0259530171998822	0.559739014996507	3.52955723186902e-05	0.891165205973655	2.12013540683822e-17
"Niben261Chr05g0979006.1"	"Guanylate kinase"	"blue"	0.491219243332674	0.000392306519262934	0.730739766404301	3.71663817599288e-09	0.891144656425565	2.12887619299498e-17
"Niben261Chr06g0933004.1"	"Sugar transport protein 7"	"blue"	0.300561788491324	0.0379192225370186	0.556999888555174	3.92654499778762e-05	0.891038183132785	2.17471657815886e-17
"Niben261Chr01g1654002.1"	"acyl-coenzyme A oxidase 4, peroxisomal"	"blue"	0.2598368106074	0.0745012011050755	0.525319341235922	0.000126207434522662	0.890606112501302	2.37055780994673e-17
"Niben261Chr07g1106015.1"	"F-box protein At5g49610-like isoform X1"	"blue"	0.27484589357393	0.0586799704944298	0.578097705125248	1.68515831701349e-05	0.890348237349035	2.49531997665906e-17
"Niben261Chr03g0882001.1"	"3-oxo-Delta(4,5)-steroid 5-beta-reductase"	"blue"	0.509015758922208	0.00022031620873807	0.716474926079347	1.02579135463547e-08	0.890086254108965	2.62845211549302e-17
"Niben261Chr08g0742010.1"	"Mitochondrial glycoprotein"	"blue"	0.436941696262773	0.00190192981407198	0.664880539884843	2.54731301357496e-07	0.889858806083971	2.749489109459e-17
"Niben261Chr19g1318005.1"	"NFU1 iron-sulfur cluster scaffold-like protein, mitochondrial"	"blue"	0.362389752161703	0.0113667805785055	0.5730788310726	2.07172251515734e-05	0.888892712761837	3.3252596514967e-17
"Niben261Chr15g1263005.1"	"Serine/threonine protein kinase"	"blue"	0.348679425659922	0.0151485966829924	0.595323034043494	8.07721706572567e-06	0.888738399979436	3.42723933542444e-17
"Niben261Chr15g0891013.1"	"AT-hook motif nuclear-localized protein"	"blue"	0.2296001834193	0.116452463750906	0.474665414192469	0.000652796113177251	0.888458271049092	3.62001470954947e-17
"Niben261Chr14g0469006.1"	"Cysteine proteinase 3"	"blue"	0.409292859242373	0.00386923655173956	0.675388170688414	1.39466828628355e-07	0.888170677391944	3.82863361435113e-17
"Niben261Chr13g0813007.1"	"Glycosyltransferase BC10"	"blue"	0.364447248564695	0.0108759301297765	0.592390387038966	9.18200354009639e-06	0.887042446310072	4.76285645096572e-17
"Niben261Chr16g0373018.1"	"DSR6"	"blue"	0.254971611753469	0.0802968499591334	0.464129728609188	0.000890940645400647	0.886120915272013	5.68298206207625e-17
"Niben261Chr02g0103013.1"	"Non-structural maintenance of chromosomes element 1 homolog"	"blue"	0.235422257224385	0.10722546019068	0.512921866697615	0.000193279374050174	0.886036110700107	5.77566958453852e-17
"Niben261Chr11g0007009.1"	"Ectonucleotide pyrophosphatase/phosphodiesterase"	"blue"	0.364603308869972	0.0108394540236658	0.578264898373005	1.67350638001923e-05	0.885522671709579	6.36828594736814e-17
"Niben261Chr11g0881010.1"	"PPM-type phosphatase domain-containing protein"	"blue"	0.239080043969806	0.101721672862178	0.488011307721431	0.000433868449543793	0.885094055644696	6.90685421563367e-17
"Niben261Chr14g0400004.1"	"protein INVOLVED IN DE NOVO 2-like"	"blue"	0.204990024600123	0.162212436904087	0.509192470561606	0.000219022568325567	0.885020440551691	7.00360705012667e-17
"Niben261Chr17g0049007.1"	"Carboxypeptidase"	"blue"	0.427007776983156	0.00247154187555367	0.705849178898509	2.101549579862e-08	0.884872566915706	7.20186764632887e-17
"Niben261Chr10g0469013.1"	"Purple acid phosphatase"	"blue"	0.48897281855159	0.000421012605070605	0.741120118570756	1.70408132835759e-09	0.884845567679001	7.23863823091699e-17
"Niben261Chr09g1054017.1"	"NUFIP1 domain-containing protein"	"blue"	0.331722922567474	0.0212615557680117	0.567126990395131	2.6351664481745e-05	0.884583640966062	7.60475028746232e-17
"Niben261Chr15g0817006.1"	"E3 ubiquitin-protein ligase RGLG2"	"blue"	0.533092524396779	9.57905356202867e-05	0.805515272815113	5.05300013337961e-12	0.884558365842579	7.64099593438295e-17
"Niben261Chr10g0007010.1"	"ABC transporter C family member 14-like"	"blue"	0.348337950709225	0.0152550331685582	0.552673863836433	4.63762205479612e-05	0.884320738017222	7.98989396477669e-17
"Niben261Chr01g0771011.1"	"RNA cytidine acetyltransferase"	"blue"	0.391412771524847	0.00594120430001527	0.683918957874576	8.39805963923122e-08	0.884250270621281	8.09623679925967e-17
"Niben261Chr10g0271008.1"	"EGF-like domain-containing protein"	"blue"	0.25504799629456	0.0802031987859308	0.530584385008443	0.000104781592872936	0.883969316757567	8.53376052729156e-17
"Niben261Chr15g0703002.1"	"Ubiquitin carboxyl-terminal hydrolase 12"	"blue"	0.407360389637732	0.00405733149809549	0.671858920558004	1.7120204789936e-07	0.88362044942531	9.10837967470207e-17
"Niben261Chr12g0751003.1"	"Vacuolar cation/proton exchanger"	"blue"	0.502214628398823	0.000275695086146238	0.798857871775715	1.01446305688469e-11	0.883535671151635	9.25347495966914e-17
"Niben261Chr03g1921001.1"	"UPF0160 protein-like"	"blue"	0.432391279326061	0.00214650569904275	0.697179724129039	3.68757766808612e-08	0.883313061026558	9.64500201383772e-17
"Niben261Chr09g1172015.1"	"peroxisomal membrane protein 11D-like"	"blue"	0.340636763237245	0.0178301528183989	0.536623559735442	8.43231852321464e-05	0.883196935698198	9.85544593589371e-17
"Niben261Chr05g0214002.1"	"selenoprotein K"	"blue"	0.508998573696792	0.000220442384556069	0.728254061729779	4.45611480007391e-09	0.883179272397743	9.88783571166597e-17
"Niben261Chr08g0246005.1"	"protein NRT1/ PTR FAMILY 2.11-like"	"blue"	0.324503936565526	0.0244333789883759	0.566727896517476	2.67757442730717e-05	0.883083914979639	1.00644515414962e-16
"Niben261Chr10g0549016.1"	"pentatricopeptide repeat-containing protein At1g10270-like isoform X1"	"blue"	0.343058394085181	0.016983425351682	0.599224821827813	6.79723545734191e-06	0.883055159000791	1.0118297865467e-16
"Niben261Chr03g0726010.1"	"La protein 1"	"blue"	0.294763360473867	0.0419736233405837	0.587592921127632	1.1294026892261e-05	0.88294762194241	1.03221018611797e-16
"Niben261Chr10g1090019.1"	"Dexh-box atp-dependent rna helicase dexh12"	"blue"	0.200634756546573	0.171516484267789	0.528493799375758	0.000112856766200115	0.882827769738644	1.05538441485462e-16
"Niben261Chr19g1471002.1"	"multicopper oxidase LPR1-like"	"blue"	0.21116291648165	0.149664136895953	0.498885422295744	0.00030715717242128	0.882821812241901	1.05654914921114e-16
"Niben261Chr01g0076002.1"	"Diacylglycerol O-acyltransferase"	"blue"	0.358979636513695	0.0122222045463088	0.645966238806012	7.10954716961599e-07	0.882712597511645	1.07811928131006e-16
"Niben261Chr16g0914003.1"	"L-type lectin-domain containing receptor kinase IV.1-like"	"blue"	0.474852165621606	0.000649148754211331	0.694476514744387	4.37669236531537e-08	0.882680706125592	1.08449647327849e-16
"Niben261Chr12g0666010.1"	"NAD(P)H dehydrogenase (quinone)"	"blue"	0.414957750467786	0.00336124072826624	0.655958477395696	4.1709451685893e-07	0.882228826695916	1.17880259824095e-16
"Niben261Chr05g0889013.1"	"B3 domain-containing transcription repressor VAL2-like isoform X1"	"blue"	0.276018562106938	0.0575673736182505	0.509117999128559	0.000219566903474309	0.882201849646524	1.18467249878192e-16
"Niben261Chr07g1189005.1"	"U4/U6.U5 tri-snRNP-associated protein 2-like"	"blue"	0.248211107500323	0.0889313866142635	0.518120527621668	0.000161969887329435	0.881992746674511	1.23112298356531e-16
"Niben261Chr08g1106003.1"	"Citrate synthase"	"blue"	0.408810863479795	0.00391541968295252	0.64222019309194	8.64014362423824e-07	0.881534434656143	1.33906440656883e-16
"Niben261Chr10g0351006.1"	"peter Pan-like protein"	"blue"	0.239326048267943	0.101359472513756	0.49255117391797	0.000376133057776396	0.881448979198318	1.3601616439927e-16
"Niben261Scf12034g0000002.1"	"glucan endo-1,3-beta-glucosidase, acidic"	"blue"	0.433842074674958	0.00206566351499621	0.703157539946355	2.5077562793525e-08	0.880989418566077	1.47914743902357e-16
"Niben261Chr06g0566018.1"	"PMEI domain-containing protein"	"blue"	0.546048370837697	5.95777474703741e-05	0.763689907461318	2.73424112308566e-10	0.880564269855416	1.59798281909579e-16
"Niben261Chr13g0010010.1"	"Endochitinase"	"blue"	0.434516999651102	0.00202898379177945	0.692779735352661	4.86898664757552e-08	0.880526286699651	1.60903039989089e-16
"Niben261Chr07g1253004.1"	"protein MEI2-like 5"	"blue"	0.235651252090774	0.106874340796855	0.453821201336184	0.00119648737738693	0.879558548577163	1.91627757908924e-16
"Niben261Chr17g0725006.1"	"Serine carboxypeptidase S28 family protein"	"blue"	0.37339090312144	0.00894809452503074	0.61076168422224	4.02626403771507e-06	0.87950310753019	1.93547090153436e-16
"Niben261Chr12g0306002.1"	"Bms1-type G domain-containing protein"	"blue"	0.350302715200076	0.0146512278775345	0.645823300616081	7.16298697934329e-07	0.879397265282749	1.97262147345606e-16
"Niben261Chr16g0490002.1"	"DSBA domain-containing protein"	"blue"	0.439091432511795	0.00179524373059318	0.635019638053514	1.24772414152374e-06	0.879301886146908	2.0066793930945e-16
"Niben261Chr11g0127001.1"	"H/ACA ribonucleoprotein complex non-core subunit NAF1"	"blue"	0.343212864711101	0.016930592076639	0.602717213107483	5.81331165527443e-06	0.878945288206133	2.13903212422508e-16
"Niben261Chr17g1460005.1"	"YTH domain-containing protein"	"blue"	0.317800966134993	0.0277244182649299	0.543712581549137	6.49970530427445e-05	0.878666194579259	2.24836572770174e-16
"Niben261Chr18g1235004.1"	"Dirigent protein"	"blue"	0.296455790166548	0.0407551834950052	0.547743876442458	5.59065327106038e-05	0.878448612155805	2.33726686536285e-16
"Niben261Chr05g1055006.1"	"Ras-related protein rabh1b"	"blue"	0.20024793470211	0.172361136564861	0.439455912481736	0.00177769244400442	0.878423516025877	2.34773312931813e-16
"Niben261Chr07g0941014.1"	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase"	"blue"	0.314818493354299	0.029303297928655	0.587026945483746	1.15707537583407e-05	0.877477532732114	2.77639968482659e-16
"Niben261Chr06g0386027.1"	"Bax inhibitor 1"	"blue"	0.341519970086395	0.0175172865174992	0.542770887538351	6.73066358030675e-05	0.877101894059413	2.96644933233344e-16
"Niben261Chr17g0939005.1"	"Amsh-like ubiquitin thioesterase 3"	"blue"	0.232752846933457	0.111383943876789	0.440461969720856	0.00173003506828833	0.876179593216454	3.48692423659735e-16
"Niben261Chr16g1259008.1"	"Leucine zipper-EF-hand-containing transmembrane protein 1"	"blue"	0.30615794606918	0.0343172484422806	0.589057005307896	1.06062524804196e-05	0.875868209038227	3.68145147070103e-16
"Niben261Chr06g0669007.1"	"Endoplasmic reticulum transmembrane protein"	"blue"	0.47107831713174	0.000726524373113398	0.687381803680933	6.80212594052863e-08	0.875558224643433	3.88532188526534e-16
"Niben261Chr08g0150021.1"	"60S ribosomal protein L7"	"blue"	0.338709775530844	0.0185292277372813	0.628853579641233	1.69656473058603e-06	0.875226221273922	4.11555744770236e-16
"Niben261Chr14g1129002.1"	"la protein 1"	"blue"	0.354391940004999	0.0134595904307586	0.623072296221582	2.24950557668472e-06	0.874551104791555	4.62434360956819e-16
"Niben261Chr06g1351010.1"	"Topless-related protein 4"	"blue"	0.291091067944131	0.0447200693660078	0.512947192175885	0.000193114375157634	0.874132152701827	4.96955682689279e-16
"Niben261Chr12g1137005.1"	"apoptosis inhibitor 5-like"	"blue"	0.376782404597797	0.00829839795626439	0.606594726318649	4.87616712034332e-06	0.873998123008773	5.08507290429732e-16
"Niben261Chr10g0426016.1"	"lysM domain-containing GPI-anchored protein 2"	"blue"	0.342299908770856	0.0172448826584184	0.560174005769318	3.47001557653717e-05	0.87397074156757	5.10898399850685e-16
"Niben261Chr05g1369028.1"	"Maturase-related protein"	"blue"	0.302597047005781	0.0365748503975824	0.552718860991289	4.62965493763205e-05	0.873821582932799	5.24112619717282e-16
"Niben261Chr06g1054003.1"	"WRKY DNA-binding protein"	"blue"	0.330384409274734	0.0218219566403877	0.54792650840966	5.55237002543526e-05	0.873581058675575	5.46107707688642e-16
"Niben261Chr09g0112017.1"	"lysM domain receptor-like kinase 4"	"blue"	0.331573219577396	0.0213236243993386	0.565387168064617	2.8246756787274e-05	0.873510628540942	5.52712560563233e-16
"Niben261Chr04g0117004.1"	"serine/threonine-protein kinase OXI1-like"	"blue"	0.286808339118363	0.0481063497395419	0.583752881180207	1.32981355400335e-05	0.873472000977038	5.56367173945663e-16
"Niben261Chr04g1634013.1"	"ER lumen retaining receptor family"	"blue"	0.319025542167983	0.0270970118971021	0.576383378380358	1.80901813172775e-05	0.873179244820936	5.84821516085893e-16
"Niben261Chr07g0183001.1"	"Ethylene-responsive transcription factor rap2-7"	"blue"	0.447285351696888	0.00143569697423514	0.67246821425655	1.65281047835798e-07	0.873064917461313	5.96304685063384e-16
"Niben261Chr05g0165008.1"	"GFO_IDH_MocA domain-containing protein"	"blue"	0.477647618404655	0.00059669818355682	0.774950741376728	1.01569986075641e-10	0.873016243285412	6.01258332199464e-16
