Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr05g0837005.1	rhodanese-like domain-containing protein 10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.779706059308486	NA	NA	1.04165968428661
Niben261Chr05g0843008.1	D-fructose-1.6-bisphosphate 1-phosphohydrolase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0851005.1	PRA1 family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0867005.1	Bag family molecular chaperone regulator 4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0889011.1	elongation factor P-like"	NA	0.666637855015686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.726625621561058	NA	NA	1.27937978990079
Niben261Chr05g0895005.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0907006.1	Protein reticulata-related 4. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.589961878181149
Niben261Chr05g0907011.1	protein RETICULATA-RELATED 4. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0908008.1	Ribosomal protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781960890812327
Niben261Chr05g0919001.1	ATP synthase subunit a. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0919002.1	ATP synthase subunit c. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0919003.1	ATP synthase subunit b. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0920007.1	tRNA-dihydrouridine synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0931005.1	Photosystem II 22 kDa protein. chloroplastic"	NA	NA	NA	NA	NA	NA	0.775635694973449	NA	NA	NA	NA	NA	0.670222778457572	NA	NA	0.937557014631845
Niben261Chr05g0932006.1	amino acid permease 3-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.785612237216932	NA	-0.849892195794136
Niben261Chr05g0940001.1	chlorophyllide a oxygenase. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.609901951804	NA	NA	NA	NA	NA
Niben261Chr05g0965001.1	lipase-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0966008.1	Chr2:16309981-16312475 REVERSE LENGTH=351"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0968003.1	Serine incorporator 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0975002.1	DNA-directed RNA polymerase III subunit RPC9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0987004.1	protein WVD2-like 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1001001.1	Biotin synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1054010.1	Protein trigalactosyldiacylglycerol 4. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40158394808628
Niben261Chr05g1082018.1	Alpha/beta-Hydrolases superfamily protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1117002.1	Zinc finger ccch domain-containing protein 30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1138005.1	Aquaporin TIP2-3"	NA	NA	NA	1.30303353462647	0.984517332153109	1.9554117953316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1142007.1	Homeobox-leucine zipper protein"	NA	0.862158764381413	NA	NA	0.990447396356939	1.4882510358202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1156001.1	Glycine cleavage system H protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.763285851418947
Niben261Chr05g1176003.1	DNA helicase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1205021.1	ATP synthase subunit beta. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1205025.1	30S ribosomal protein S14. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1205027.1	ATP synthase subunit b. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1205039.1	30S ribosomal protein S2. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1205050.1	Photosystem II D2 protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1232006.1	40S ribosomal protein S6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1307001.1	Poly [ADP-ribose] polymerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1341014.1	Protein transport protein sec16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1342004.1	Cytochrome f"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1367004.1	Chr1:23886152-23886987 FORWARD LENGTH=199"	NA	0.827739858517574	0.664229602500197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1375011.1	2-keto-3-deoxy-L-rhamnonate aldolase-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63133431427305	NA	NA	NA
Niben261Chr05g1378002.1	protein GPR107-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g1379010.1	photosystem I reaction center subunit N. chloroplastic"	NA	NA	NA	NA	NA	NA	0.853037708592942	NA	NA	NA	0.62617618329686	0.892730078320272	1.13067339063156	NA	NA	NA
Niben261Chr05g1381006.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07531554297565	NA	0.682245309219095	1.33427678066964
Niben261Chr06g0012007.1	Chr4:9262019-9262576 REVERSE LENGTH=185"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23942843403637
Niben261Chr06g0027011.1	Sulfate adenylyltransferase subunit 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.975720716176567
Niben261Chr06g0028003.1	Tonoplast dicarboxylate transporter"	NA	NA	NA	NA	NA	NA	2.80115349603442	NA	NA	NA	1.45537121420237	NA	NA	NA	NA	NA
Niben261Chr06g0073015.1	HMG-Y-related protein A-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0130022.1	splicing factor U2AF-associated protein 2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0135004.1	Phosphoglycolate phosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595681099072598	NA	NA	NA
Niben261Chr06g0177004.1	haloacid dehalogenase-like hydrolase domain-containing protein At4g39970"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613176391563363
Niben261Chr06g0181012.1	Unknown protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0198007.1	GTP cyclohydrolase II"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14732697119637
Niben261Chr06g0203002.1	Protein DETOXIFICATION"	NA	-1.03641381580278	-0.791646966551328	-0.813574890931505	-0.976431996353004	NA	NA	NA	NA	NA	NA	NA	NA	0.865083615829498	NA	1.17685866493471
Niben261Chr06g0210001.1	Glucose-6-phosphate isomerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.11974617310791	-0.95207597190976	-0.62642169213034	NA	NA	NA
Niben261Chr06g0220006.1	H(+)-transporting two-sector ATPase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0259004.1	transcriptional activator DEMETER-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0294003.1	Malate dehydrogenase [NADP]. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0328011.1	NAD(P)H-quinone oxidoreductase subunit O. chloroplastic-like"	NA	0.775572598215104	NA	NA	0.601881247400408	NA	NA	NA	NA	NA	NA	NA	1.12927259085034	NA	NA	0.857308519904737
Niben261Chr06g0336004.1	Trigger_N domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943589171046778
Niben261Chr06g0336011.1	Trigger_N domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.939976267146072
Niben261Chr06g0353014.1	Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3125425196693	NA	0.895157532666889	-0.789352285792735	NA	NA
Niben261Chr06g0360004.1	Peptidylprolyl isomerase"	0.820054592248633	0.776714374712531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17291531974869	NA	NA	1.41119012495988
Niben261Chr06g0367005.1	Inorganic diphosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968224811728319
Niben261Chr06g0379003.1	Glycine cleavage system H protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.750804595424462
Niben261Chr06g0387001.1	Ll-diaminopimelate aminotransferase. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.596620595836098
Niben261Chr06g0411010.1	endonuclease 8-like 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0413019.1	AT-hook motif nuclear-localized protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0422007.1	Chr4:6719718-6721885 REVERSE LENGTH=217"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0429003.1	D-glycerate 3-kinase. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672998147659655
Niben261Chr06g0436010.1	Photosystem i reaction center subunit vi. chloroplastic"	NA	NA	NA	NA	NA	NA	0.690221582843115	NA	NA	NA	0.782163783954055	1.27152954681863	1.48709848898738	NA	NA	NA
Niben261Chr06g0436011.1	30S ribosomal protein S17. chloroplastic"	NA	0.858473633379243	NA	NA	0.711965657994659	0.603440674659827	NA	NA	NA	NA	NA	NA	0.757180369134089	NA	NA	0.748857134200885
Niben261Chr06g0438008.1	Ras-related protein Rab7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0439009.1	Protein disulfide isomerase-like 1-6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0442001.1	Mannose-6-phosphate isomerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.918188449277472	NA	NA
Niben261Chr06g0447006.1	RNA polymerase II-associated factor 1 homolog"	NA	NA	NA	-0.600156022938987	NA	-0.663476848145996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0457007.1	TRAM domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0459007.1	F-box/LRR-repeat protein At3g59200"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0468028.1	Thioredoxin-like 2-1. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0469007.1	RNase III domain-containing protein"	NA	0.877738853728106	0.741286515958298	NA	0.655584541395297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.989306318977835
Niben261Chr06g0471005.1	Protein hothead"	0.979477748064452	0.889678319625195	0.974071329092194	NA	NA	0.885628392530941	NA	NA	NA	NA	0.843675002237335	NA	NA	-1.67437447296636	NA	NA
Niben261Chr06g0476023.1	glyoxylate/succinic semialdehyde reductase 2. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0478001.1	Coatomer subunit zeta"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0481018.1	Protein-serine/threonine phosphatase"	NA	NA	NA	0.919017363872661	0.724567049663047	0.909076487861706	NA	NA	NA	NA	NA	NA	-0.691479089009813	NA	NA	NA
Niben261Chr06g0499001.1	GTP diphosphokinase"	-0.741202605326005	-0.596199464260457	NA	NA	NA	NA	NA	NA	NA	NA	-0.85916938457022	-0.685066244037226	-0.650949696245224	NA	NA	NA
Niben261Chr06g0525001.1	TatD family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0526002.1	TPR_REGION domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0542007.1	pentatricopeptide repeat-containing protein At1g74850. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0555011.1	transmembrane protein DDB_G0273707/DDB_G0273361-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.717702768005905	0.844217754825095	0.728644598665266	NA	NA	0.796842380563586
Niben261Chr06g0557015.1	Chr1:28078995-28079831 FORWARD LENGTH=198"	NA	0.593665333968636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7172421383862	NA	NA	NA
Niben261Chr06g0589023.1	Plant UBX domain-containing protein 10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.639688696543102
Niben261Chr06g0598001.1	Ferric reduction oxidase 8. mitochondrial"	NA	-1.13490220250966	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69938373130084	-2.08465236207724	NA	NA	NA
Niben261Chr06g0598002.1	Ferric reduction oxidase 8. mitochondrial"	-1.1486409286129	-0.672766171440901	NA	NA	NA	NA	NA	NA	NA	NA	-0.917140132422719	-1.16091123973104	-1.41487187148214	NA	NA	NA
Niben261Chr06g0598005.1	DEAD-box ATP-dependent RNA helicase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0598030.1	U-box domain-containing protein 52"	NA	-0.766277049820233	NA	NA	-0.665146128857957	NA	NA	NA	NA	NA	NA	-0.956728589438005	-1.16327748781838	NA	NA	NA
Niben261Chr06g0605003.1	Photosystem ii core complex proteins psby. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0606008.1	28 kDa ribonucleoprotein. chloroplastic"	NA	0.706722299914158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.712883162862249	NA	NA	1.41944676140845
Niben261Chr06g0607005.1	centromere protein X"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0608022.1	BTB/POZ and TAZ domain-containing protein 1"	NA	1.05093308598822	NA	2.21465718244623	2.10423070984955	2.09633986988055	NA	NA	NA	NA	1.04809476933948	NA	NA	NA	NA	1.17199151918197
Niben261Chr06g0614007.1	Haloacid dehalogenase-like hydrolase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.875635869935981	NA	NA	0.728085593787823
Niben261Chr06g0616013.1	1.3-beta-glucan synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0626011.1	4-coumarate--CoA ligase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0630014.1	Nucleoside diphosphate kinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.619867129263792	0.623440696427633	1.63399713511094
Niben261Chr06g0638015.1	Thylakoid lumenal 17.9 kDa protein. chloroplastic"	NA	0.782152569703223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53234548714245
Niben261Chr06g0645005.1	Serine/threonine-protein phosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0646001.1	Asparagine--tRNA ligase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614500052475938
Niben261Chr06g0667008.1	monoglyceride lipase-like"	-1.56410268623369	-1.27263473747652	-1.33973498605388	NA	-0.733272612016679	NA	NA	NA	NA	NA	-1.17543732791238	-1.37008938649922	-1.23231425160253	-0.958458369401293	NA	0.719737586538245
Niben261Chr06g0692008.1	Beta-ketoacyl-[acyl-carrier-protein] synthase III"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0695016.1	Protein BOLA4. chloroplastic/mitochondrial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879092631338773
Niben261Chr06g0698001.1	Dnaj protein erdj3b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968332335367697
Niben261Chr06g0700020.1	PfkB domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.605161978629139
Niben261Chr06g0708007.1	Exportin-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0711014.1	PDZ domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0713018.1	transmembrane protein 120 homolog"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0715007.1	SAM domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25196843071132
Niben261Chr06g0729014.1	Transcription termination factor mterf8. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752760797216427
Niben261Chr06g0750014.1	Thylakoid lumenal 17.4 kDa protein. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0301715918353	NA	NA	1.4632722748587
Niben261Chr06g0750027.1	protein PLASTID TRANSCRIPTIONALLY ACTIVE 7-like isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04317010965915
Niben261Chr06g0764001.1	Nuclear migration protein nudC"	-0.666270709024911	-0.816680468402964	-0.703569205794596	-0.817661882052333	-0.790232908758685	-0.88566036626214	NA	NA	NA	NA	NA	-0.612204479144496	-0.632230337637129	NA	NA	NA
Niben261Chr06g0790002.1	Suppressor of G2 allele of SKP1"	NA	-0.621312829093688	NA	-0.697831334095086	-0.636040988591759	-0.721308798004365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0801020.1	Pyruvate kinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0819002.1	Skp1-like protein 21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0822008.1	Calmodulin-binding heat-shock protein"	NA	NA	NA	NA	NA	0.922653057641603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0855002.1	4-hydroxy-tetrahydrodipicolinate reductase"	NA	0.691266134031373	NA	0.676128983392724	0.674153143554142	0.644572136663466	0.796687910507085	NA	NA	NA	NA	NA	NA	NA	NA	1.0050401879012
Niben261Chr06g0876007.1	gibberellin 20 oxidase 1-like"	NA	0.961820600570942	NA	NA	0.903004233261583	0.963812764661939	NA	NA	NA	NA	NA	NA	0.917765820257599	-1.50022846752429	NA	NA
Niben261Chr06g0892003.1	CDGSH iron-sulfur domain-containing protein"	NA	NA	NA	NA	NA	NA	0.939865160064252	NA	NA	NA	NA	NA	NA	NA	NA	1.16394468956951
Niben261Chr06g0896003.1	Atp-dependent clp protease atp-binding subunit clpt1. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0900002.1	Hypersensitive-induced response protein 4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0907003.1	protein LOW PSII ACCUMULATION 2. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.680909359931566
Niben261Chr06g0922017.1	CP-type G domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.805342894984003
Niben261Chr06g0967003.1	Superoxide dismutase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.929472814802733	0.879039448432053	0.876042531083867	2.24135825197201
Niben261Chr06g0969009.1	Translocase of chloroplast"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912466136754449
Niben261Chr06g0985013.1	Rhodanese domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20687217211939	1.58867189562364	NA	NA	NA
Niben261Chr06g1023008.1	Non-specific serine/threonine protein kinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1036003.1	Fructose-bisphosphate aldolase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1072005.1	M-phase phosphoprotein 6-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1085007.1	Geranylgeranyl reductase"	NA	0.601491060747598	NA	NA	NA	NA	NA	NA	NA	NA	1.02284297139658	0.747580314114523	NA	NA	NA	NA
Niben261Chr06g1092004.1	Pentose-5-phosphate 3-epimerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1092025.1	Vacuolar fusion protein MON1 homolog"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1110002.1	psbQ-like protein 3. chloroplastic"	1.07372780883149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08324914202524
Niben261Chr06g1111004.1	Chr5:2578418-2578964 FORWARD LENGTH=158"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1115002.1	50S ribosomal protein L15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.920589986746438
Niben261Chr06g1134010.1	Dead box ATP-dependent RNA helicase"	NA	NA	NA	-0.722157210587419	-0.659187919704101	-0.778219651841054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1170008.1	50S ribosomal protein L19. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62696616477609	NA	NA	0.840581613118628
Niben261Chr06g1180001.1	Calcineurin B-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1198001.1	UMP-CMP kinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1206002.1	AP complex subunit sigma"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1219001.1	Sulfate adenylyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1243013.1	Golgi SNAP receptor complex member 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1319003.1	nuclear nucleic acid-binding protein C1D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618318263734823
Niben261Chr06g1331006.1	Pentatricopeptide repeat-containing protein. mitochondrial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1337008.1	Calcium-transporting ATPase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1377003.1	H(+)-exporting diphosphatase"	NA	NA	NA	NA	NA	NA	1.07464431346737	NA	NA	NA	NA	NA	NA	-0.765101978996872	NA	NA
Niben261Chr06g1401001.1	Peptidyl-prolyl cis-trans isomerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1419004.1	FIP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
